,Title,Topic Label,Accetpance,Difficulty,Frequency
1025,1025. Divisor Game,"['Math', 'Dynamic Programming', '2+']",67.5%,Easy,42.3977%;
1026,1026. Maximum Difference Between Node and Ancestor,"['Tree', 'Depth-First Search', 'Binary Tree']",75.7%,Medium,72.8309%;
1027,1027. Longest Arithmetic Subsequence,"['Array', 'Hash Table', '2+']",46.8%,Medium,39.5006%;
1028,1028. Recover a Tree From Preorder Traversal,"['String', 'Tree', 'Depth-First Search', '1+']",73.2%,Hard,51.3224%;
1029,1029. Two City Scheduling,"['Array', 'Greedy', 'Sorting']",65.2%,Medium,79.4498%;
1030,1030. Matrix Cells in Distance Order,"['Array', 'Math', 'Geometry', '2+']",69.6%,Easy,8.81463%;
1031,1031. Maximum Sum of Two Non-Overlapping Subarrays,"['Array', 'Dynamic Programming', '1+']",59.6%,Medium,38.8991%;
1032,1032. Stream of Characters,"['Array', 'String', 'Design', '2+']",51.6%,Hard,19.4164%;
1033,1033. Moving Stones Until Consecutive,"['Math', 'Brainteaser']",46.2%,Medium,18.1128%;
1034,1034. Coloring A Border,"['Array', 'Depth-First Search', '2+']",49.2%,Medium,22.8589%;
1035,1035. Uncrossed Lines,"['Array', 'Dynamic Programming']",59.1%,Medium,8.28335%;
1036,1036. Escape a Large Maze,"['Array', 'Hash Table', '2+']",34.1%,Hard,45.7456%;
1037,1037. Valid Boomerang,"['Array', 'Math', 'Geometry']",37.1%,Easy,22.4287%;
1038,1038. Binary Search Tree to Greater Sum Tree,"['Tree', 'Depth-First Search', '2+']",85.5%,Medium,19.0422%;
1039,1039. Minimum Score Triangulation of Polygon,"['Array', 'Dynamic Programming']",55.3%,Medium,48.2176%;
1040,1040. Moving Stones Until Consecutive II,"['Array', 'Math', 'Two Pointers', '1+']",55.8%,Medium,58.5443%;
1041,1041. Robot Bounded In Circle,"['Math', 'String', 'Simulation']",55.3%,Medium,70.3643%;
1042,1042. Flower Planting With No Adjacent,"['Depth-First Search', '2+']",50.6%,Medium,32.0616%;
1043,1043. Partition Array for Maximum Sum,"['Array', 'Dynamic Programming']",71.5%,Medium,49.3172%;
1044,1044. Longest Duplicate Substring,"['String', 'Binary Search', '4+']",30.6%,Hard,39.5006%;
1045,1045. Customers Who Bought All Products,['Database'],66.8%,Medium,6.94803%;
1046,1046. Last Stone Weight,"['Array', 'Heap (Priority Queue)']",64.8%,Easy,54.2369%;
1047,1047. Remove All Adjacent Duplicates In String,"['String', 'Stack']",69.8%,Easy,70.303%;
1048,1048. Longest String Chain,"['Array', 'Hash Table', 'Two Pointers', '2+']",59.2%,Medium,64.6447%;
1049,1049. Last Stone Weight II,"['Array', 'Dynamic Programming']",53.1%,Medium,28.6989%;
1050,1050. Actors and Directors Who Cooperated At Least Three Times,['Database'],70.8%,Easy,8.4259%;
1051,1051. Height Checker,"['Array', 'Sorting', 'Counting Sort']",75.5%,Easy,3.2971%;
1052,1052. Grumpy Bookstore Owner,"['Array', 'Sliding Window']",57.1%,Medium,40.3695%;
1053,1053. Previous Permutation With One Swap,"['Array', 'Greedy']",50.5%,Medium,36.7581%;
1054,1054. Distant Barcodes,"['Array', 'Hash Table', 'Greedy', '3+']",45.8%,Medium,44.8079%;
1055,1055. Shortest Way to Form String,"['Two Pointers', 'String', 'Greedy']",59.7%,Medium,2.83656%;
1056,1056. Confusing Number,['Math'],48.2%,Easy,0%;
1057,1057. Campus Bikes,"['Array', 'Greedy', 'Sorting']",57.6%,Medium,26.561%;
1058,1058. Minimize Rounding Error to Meet Target,"['Array', 'Math', 'String', '1+']",44.9%,Medium,0%;
1059,1059. All Paths from Source Lead to Destination,"['Depth-First Search', 'Graph']",39.3%,Medium,12.5261%;
1060,1060. Missing Element in Sorted Array,"['Array', 'Binary Search']",54.7%,Medium,8.28335%;
1061,1061. Lexicographically Smallest Equivalent String,"['String', 'Union Find']",76.5%,Medium,63.0119%;
1062,1062. Longest Repeating Substring,"['String', 'Binary Search', '4+']",59.2%,Medium,21.7064%;
1063,1063. Number of Valid Subarrays,"['Array', 'Stack', 'Monotonic Stack']",74.4%,Hard,0%;
1064,1064. Fixed Point,"['Array', 'Binary Search']",64.2%,Easy,12.5261%;
1065,1065. Index Pairs of a String,"['Array', 'String', 'Trie', '1+']",63.8%,Easy,0%;
1066,1066. Campus Bikes II,"['Array', 'Dynamic Programming', '3+']",54.9%,Medium,16.3206%;
1067,1067. Digit Count in Range,"['Math', 'Dynamic Programming']",45.1%,Hard,39.1672%;
1068,1068. Product Sales Analysis I,['Database'],80.3%,Easy,0%;
1069,1069. Product Sales Analysis II,['Database'],81.9%,Easy,0%;
1070,1070. Product Sales Analysis III,['Database'],48.7%,Medium,0%;
1071,1071. Greatest Common Divisor of Strings,"['Math', 'String']",56.6%,Easy,82.8258%;
1072,1072. Flip Columns For Maximum Number of Equal Rows,"['Array', 'Hash Table', 'Matrix']",63.3%,Medium,31.8564%;
1073,1073. Adding Two Negabinary Numbers,"['Array', 'Math']",36.4%,Medium,64.4684%;
1074,1074. Number of Submatrices That Sum to Target,"['Array', 'Hash Table', 'Matrix', '1+']",69.8%,Hard,30.6836%;
1075,1075. Project Employees I,['Database'],66.5%,Easy,0%;
1076,1076. Project Employees II,['Database'],50.3%,Easy,0%;
1077,1077. Project Employees III,['Database'],77.5%,Medium,0%;
1078,1078. Occurrences After Bigram,['String'],63.6%,Easy,17.6292%;
1079,1079. Letter Tile Possibilities,"['Hash Table', 'String', '2+']",76.0%,Medium,28.4733%;
1080,1080. Insufficient Nodes in Root to Leaf Paths,"['Tree', 'Depth-First Search', 'Binary Tree']",53.4%,Medium,0%;
1081,1081. Smallest Subsequence of Distinct Characters,"['String', 'Stack', 'Greedy', '1+']",57.8%,Medium,43.7328%;
1082,1082. Sales Analysis I,['Database'],74.9%,Easy,0%;
1083,1083. Sales Analysis II,['Database'],50.0%,Easy,0%;
1084,1084. Sales Analysis III,['Database'],49.1%,Easy,20.0534%;
1085,1085. Sum of Digits in the Minimum Number,"['Array', 'Math']",76.3%,Easy,0%;
1086,1086. High Five,"['Array', 'Hash Table', 'Sorting']",75.1%,Easy,31.8564%;
1087,1087. Brace Expansion,"['String', 'Backtracking', '1+']",66.2%,Medium,24.6832%;
1088,1088. Confusing Number II,"['Math', 'Backtracking']",47.3%,Hard,27.3577%;
1089,1089. Duplicate Zeros,"['Array', 'Two Pointers']",51.5%,Easy,24.4441%;
1090,1090. Largest Values From Labels,"['Array', 'Hash Table', 'Greedy', '2+']",61.1%,Medium,23.8549%;
1091,1091. Shortest Path in Binary Matrix,"['Array', 'Breadth-First Search', 'Matrix']",44.6%,Medium,52.7779%;
1092,1092. Shortest Common Supersequence,"['String', 'Dynamic Programming']",58.0%,Hard,33.8438%;
1093,1093. Statistics from a Large Sample,"['Array', 'Math', 'Probability and Statistics']",43.6%,Medium,0%;
1094,1094. Car Pooling,"['Array', 'Sorting', '3+']",57.0%,Medium,52.8022%;
1095,1095. Find in Mountain Array,"['Array', 'Binary Search', 'Interactive']",35.6%,Hard,49.1843%;
1096,1096. Brace Expansion II,"['String', 'Backtracking', 'Stack', '1+']",63.4%,Hard,24.6832%;
1097,1097. Game Play Analysis V,['Database'],53.5%,Hard,10.4038%;
1098,1098. Unpopular Books,['Database'],44.3%,Medium,19.9398%;
1099,1099. Two Sum Less Than K,"['Array', 'Two Pointers', '2+']",61.0%,Easy,40.6798%;
1100,1100. Find K-Length Substrings With No Repeated Characters,"['Hash Table', 'String', 'Sliding Window']",74.7%,Medium,36.222%;
1101,1101. The Earliest Moment When Everyone Become Friends,"['Array', 'Union Find']",64.7%,Medium,55.0967%;
1102,1102. Path With Maximum Minimum Value,"['Array', 'Depth-First Search', '4+']",53.3%,Medium,39.441%;
1103,1103. Distribute Candies to People,"['Math', 'Simulation']",64.2%,Easy,13.9223%;
1104,1104. Path In Zigzag Labelled Binary Tree,"['Math', 'Tree', 'Binary Tree']",75.0%,Medium,21.0813%;
1105,1105. Filling Bookcase Shelves,"['Array', 'Dynamic Programming']",59.3%,Medium,41.1838%;
1106,1106. Parsing A Boolean Expression,"['String', 'Stack', 'Recursion']",58.4%,Hard,34.3739%;
1107,1107. New Users Daily Count,['Database'],45.3%,Medium,0%;
1108,1108. Defanging an IP Address,['String'],89.1%,Easy,36.2978%;
1109,1109. Corporate Flight Bookings,"['Array', 'Prefix Sum']",60.6%,Medium,18.3648%;
1110,1110. Delete Nodes And Return Forest,"['Tree', 'Depth-First Search', 'Binary Tree']",69.3%,Medium,47.8436%;
1111,1111. Maximum Nesting Depth of Two Valid Parentheses Strings,"['String', 'Stack']",73.0%,Medium,40.9451%;
1112,1112. Highest Grade For Each Student,['Database'],72.4%,Medium,10.907%;
1113,1113. Reported Posts,['Database'],65.4%,Easy,11.5958%;
1114,1114. Print in Order,['Concurrency'],68.4%,Easy,15.0338%;
1115,1115. Print FooBar Alternately,['Concurrency'],62.4%,Medium,24.1016%;
1116,1116. Print Zero Even Odd,['Concurrency'],60.5%,Medium,17.5771%;
1117,1117. Building H2O,['Concurrency'],55.9%,Medium,12.0454%;
1118,1118. Number of Days in a Month,['Math'],57.1%,Easy,0%;
1119,1119. Remove Vowels from a String,['String'],90.8%,Easy,0%;
1120,1120. Maximum Average Subtree,"['Tree', 'Depth-First Search', 'Binary Tree']",65.6%,Medium,26.561%;
1121,1121. Divide Array Into Increasing Sequences,"['Array', 'Greedy']",60.6%,Hard,0%;
1122,1122. Relative Sort Array,"['Array', 'Hash Table', 'Sorting', '1+']",68.6%,Easy,40.1366%;
1123,1123. Lowest Common Ancestor of Deepest Leaves,"['Hash Table', 'Tree', '3+']",70.9%,Medium,33.075%;
1124,1124. Longest Well-Performing Interval,"['Array', 'Hash Table', 'Stack', '2+']",34.7%,Medium,39.1672%;
1125,1125. Smallest Sufficient Team,"['Array', 'Dynamic Programming', '2+']",46.8%,Hard,40.9451%;
1126,1126. Active Businesses,['Database'],67.0%,Medium,15.0708%;
1127,1127. User Purchase Platform,['Database'],50.1%,Hard,15.5482%;
1128,1128. Number of Equivalent Domino Pairs,"['Array', 'Hash Table', 'Counting']",47.1%,Easy,16.0551%;
1129,1129. Shortest Path with Alternating Colors,"['Breadth-First Search', 'Graph']",48.5%,Medium,72.2908%;
1130,1130. Minimum Cost Tree From Leaf Values,"['Dynamic Programming', 'Stack', '2+']",68.3%,Medium,39.0043%;
1131,1131. Maximum of Absolute Value Expression,"['Array', 'Math']",49.1%,Medium,29.3886%;
1132,1132. Reported Posts II,['Database'],33.2%,Medium,0%;
1133,1133. Largest Unique Number,"['Array', 'Hash Table', 'Sorting']",67.6%,Easy,0%;
1134,1134. Armstrong Number,['Math'],77.8%,Easy,0%;
1135,1135. Connecting Cities With Minimum Cost,"['Union Find', 'Graph', '2+']",61.3%,Medium,33.3729%;
1136,1136. Parallel Courses,"['Graph', 'Topological Sort']",61.6%,Medium,56.2307%;
1137,1137. N-th Tribonacci Number,"['Math', 'Dynamic Programming', '1+']",63.8%,Easy,50.2178%;
1138,1138. Alphabet Board Path,"['Hash Table', 'String']",52.0%,Medium,43.0099%;
1139,1139. Largest 1-Bordered Square,"['Array', 'Dynamic Programming', 'Matrix']",50.2%,Medium,54.915%;
1140,1140. Stone Game II,"['Array', 'Math', '2+']",64.8%,Medium,21.0813%;
1141,1141. User Activity for the Past 30 Days I,['Database'],48.7%,Easy,24.4512%;
1142,1142. User Activity for the Past 30 Days II,['Database'],35.8%,Easy,18.9207%;
1143,1143. Longest Common Subsequence,"['String', 'Dynamic Programming']",58.4%,Medium,71.1199%;
1144,1144. Decrease Elements To Make Array Zigzag,"['Array', 'Greedy']",47.3%,Medium,18.1128%;
1145,1145. Binary Tree Coloring Game,"['Tree', 'Depth-First Search', 'Binary Tree']",51.7%,Medium,28.6705%;
1146,1146. Snapshot Array,"['Array', 'Hash Table', '2+']",37.2%,Medium,61.5992%;
1147,1147. Longest Chunked Palindrome Decomposition,"['Two Pointers', 'String', '4+']",59.4%,Hard,27.6365%;
1148,1148. Article Views I,['Database'],76.3%,Easy,12.6515%;
1149,1149. Article Views II,['Database'],47.3%,Medium,0%;
1150,1150. Check If a Number Is Majority Element in a Sorted Array,"['Array', 'Binary Search']",57.2%,Easy,11.5958%;
1151,1151. Minimum Swaps to Group All 1's Together,"['Array', 'Sliding Window']",60.9%,Medium,29.3886%;
1152,1152. Analyze User Website Visit Pattern,"['Array', 'Hash Table', 'Sorting']",43.1%,Medium,83.3791%;
1153,1153. String Transforms Into Another String,"['Hash Table', 'String']",35.3%,Hard,27.3577%;
1154,1154. Day of the Year,"['Math', 'String']",49.7%,Easy,13.1611%;
1155,1155. Number of Dice Rolls With Target Sum,['Dynamic Programming'],53.8%,Medium,79.9653%;
1156,1156. Swap For Longest Repeated Character Substring,"['String', 'Sliding Window']",45.2%,Medium,27.3577%;
1157,1157. Online Majority Element In Subarray,"['Array', 'Binary Search', 'Design', '2+']",41.7%,Hard,0%;
1158,1158. Market Analysis I,['Database'],60.6%,Medium,1.70445%;
1159,1159. Market Analysis II,['Database'],58.1%,Hard,0%;
1160,1160. Find Words That Can Be Formed by Characters,"['Array', 'Hash Table', 'String']",67.6%,Easy,42.1439%;
1161,1161. Maximum Level Sum of a Binary Tree,"['Tree', 'Depth-First Search', '2+']",66.0%,Medium,39.0324%;
1162,1162. As Far from Land as Possible,"['Array', 'Dynamic Programming', '2+']",51.9%,Medium,66.2546%;
1163,1163. Last Substring in Lexicographical Order,"['Two Pointers', 'String']",34.8%,Hard,30.1546%;
1164,1164. Product Price at a Given Date,['Database'],67.3%,Medium,0%;
1165,1165. Single-Row Keyboard,"['Hash Table', 'String']",86.5%,Easy,13.0414%;
1166,1166. Design File System,"['Hash Table', 'String', 'Design', '1+']",62.1%,Medium,72.715%;
1167,1167. Minimum Cost to Connect Sticks,"['Array', 'Greedy', 'Heap (Priority Queue)']",68.4%,Medium,40.5994%;
1168,1168. Optimize Water Distribution in a Village,"['Union Find', 'Graph', '1+']",64.5%,Hard,55.5894%;
1169,1169. Invalid Transactions,"['Array', 'Hash Table', 'String', '1+']",31.2%,Medium,74.4647%;
1170,1170. Compare Strings by Frequency of the Smallest Character,"['Array', 'Hash Table', 'String', '2+']",61.5%,Medium,22.0761%;
1171,1171. Remove Zero Sum Consecutive Nodes from Linked List,"['Hash Table', 'Linked List']",43.2%,Medium,36.8958%;
1172,1172. Dinner Plate Stacks,"['Hash Table', 'Stack', 'Design', '1+']",33.1%,Hard,23.2741%;
1173,1173. Immediate Food Delivery I,['Database'],82.7%,Easy,0%;
1174,1174. Immediate Food Delivery II,['Database'],63.0%,Medium,0%;
1175,1175. Prime Arrangements,['Math'],54.5%,Easy,28.6705%;
1176,1176. Diet Plan Performance,"['Array', 'Sliding Window']",52.7%,Easy,0%;
1177,1177. Can Make Palindrome from Substring,"['Hash Table', 'String', '2+']",38.0%,Medium,52.4167%;
1178,1178. Number of Valid Words for Each Puzzle,"['Array', 'Hash Table', 'String', '2+']",46.3%,Hard,0%;
1179,1179. Reformat Department Table,['Database'],80.9%,Easy,23.3805%;
1180,1180. Count Substrings with Only One Distinct Letter,"['Math', 'String']",79.0%,Easy,16.3206%;
1181,1181. Before and After Puzzle,"['Array', 'Hash Table', 'String', '1+']",45.3%,Medium,0%;
1182,1182. Shortest Distance to Target Color,"['Array', 'Binary Search', '1+']",55.3%,Medium,11.5958%;
1183,1183. Maximum Number of Ones,"['Greedy', 'Heap (Priority Queue)']",61.3%,Hard,0%;
1184,1184. Distance Between Bus Stops,['Array'],54.0%,Easy,0%;
1185,1185. Day of the Week,['Math'],57.5%,Easy,35.8707%;
1186,1186. Maximum Subarray Sum with One Deletion,"['Array', 'Dynamic Programming']",41.4%,Medium,30.9747%;
1187,1187. Make Array Strictly Increasing,"['Array', 'Binary Search', '1+']",45.3%,Hard,0%;
1188,1188. Design Bounded Blocking Queue,['Concurrency'],72.9%,Medium,49.0664%;
1189,1189. Maximum Number of Balloons,"['Hash Table', 'String', 'Counting']",61.1%,Easy,29.2251%;
1190,1190. Reverse Substrings Between Each Pair of Parentheses,"['String', 'Stack']",65.9%,Medium,40.5691%;
1191,1191. K-Concatenation Maximum Sum,"['Array', 'Dynamic Programming']",23.8%,Medium,30.1546%;
1192,1192. Critical Connections in a Network,"['Depth-First Search', 'Graph', '1+']",54.6%,Hard,38.2529%;
1193,1193. Monthly Transactions I,['Database'],66.0%,Medium,8.03578%;
1194,1194. Tournament Winners,['Database'],50.9%,Hard,29.3886%;
1195,1195. Fizz Buzz Multithreaded,['Concurrency'],72.9%,Medium,46.5127%;
1196,1196. How Many Apples Can You Put into the Basket,"['Array', 'Greedy', 'Sorting']",66.9%,Easy,8.28335%;
1197,1197. Minimum Knight Moves,['Breadth-First Search'],39.7%,Medium,65.4902%;
1198,1198. Find Smallest Common Element in All Rows,"['Array', 'Hash Table', '3+']",76.6%,Medium,0%;
1199,1199. Minimum Time to Build Blocks,"['Math', 'Greedy', 'Heap (Priority Queue)']",40.8%,Hard,0%;
1200,1200. Minimum Absolute Difference,"['Array', 'Sorting']",69.6%,Easy,63.8201%;
1201,1201. Ugly Number III,"['Math', 'Binary Search', 'Number Theory']",28.8%,Medium,15.9254%;
1202,1202. Smallest String With Swaps,"['Hash Table', 'String', '3+']",57.6%,Medium,42.5375%;
1203,1203. Sort Items by Groups Respecting Dependencies,"['Depth-First Search', '3+']",51.1%,Hard,37.6083%;
1204,1204. Last Person to Fit in the Bus,['Database'],73.4%,Medium,13.0414%;
1205,1205. Monthly Transactions II,['Database'],43.0%,Medium,0%;
1206,1206. Design Skiplist,"['Linked List', 'Design']",60.4%,Hard,33.3729%;
1207,1207. Unique Number of Occurrences,"['Array', 'Hash Table']",73.5%,Easy,98.1556%;
1208,1208. Get Equal Substrings Within Budget,"['String', 'Binary Search', '2+']",48.4%,Medium,23.4795%;
1209,1209. Remove All Adjacent Duplicates in String II,"['String', 'Stack']",56.2%,Medium,85.6111%;
1210,1210. Minimum Moves to Reach Target with Rotations,"['Array', 'Breadth-First Search', 'Matrix']",49.2%,Hard,33.8438%;
1211,1211. Queries Quality and Percentage,['Database'],71.4%,Easy,0%;
1212,1212. Team Scores in Football Tournament,['Database'],57.1%,Medium,0%;
1213,1213. Intersection of Three Sorted Arrays,"['Array', 'Hash Table', '2+']",79.9%,Easy,7.79914%;
1214,1214. Two Sum BSTs,"['Two Pointers', 'Binary Search', '5+']",66.1%,Medium,0%;
1215,1215. Stepping Numbers,"['Backtracking', 'Breadth-First Search']",46.2%,Medium,0%;
1216,1216. Valid Palindrome III,"['String', 'Dynamic Programming']",50.5%,Hard,14.194%;
1217,1217. Minimum Cost to Move Chips to The Same Position,"['Array', 'Math', 'Greedy']",71.9%,Easy,42.6699%;
1218,1218. Longest Arithmetic Subsequence of Given Difference,"['Array', 'Hash Table', '1+']",51.9%,Medium,37.9803%;
1219,1219. Path with Maximum Gold,"['Array', 'Backtracking', 'Matrix']",63.7%,Medium,54.9626%;
1220,1220. Count Vowels Permutation,['Dynamic Programming'],60.3%,Hard,54.8471%;
1221,1221. Split a String in Balanced Strings,"['String', 'Greedy', 'Counting']",85.1%,Easy,30.1546%;
1222,1222. Queens That Can Attack the King,"['Array', 'Matrix', 'Simulation']",71.8%,Medium,40.869%;
1223,1223. Dice Roll Simulation,"['Array', 'Dynamic Programming']",48.6%,Hard,28.8262%;
1224,1224. Maximum Equal Frequency,"['Array', 'Hash Table']",37.0%,Hard,21.7064%;
1225,1225. Report Contiguous Dates,['Database'],61.9%,Hard,0%;
1226,1226. The Dining Philosophers,['Concurrency'],56.0%,Medium,31.2614%;
1227,1227. Airplane Seat Assignment Probability,"['Math', 'Dynamic Programming', '2+']",65.6%,Medium,21.3499%;
1228,1228. Missing Number In Arithmetic Progression,"['Array', 'Math']",51.4%,Easy,0%;
1229,1229. Meeting Scheduler,"['Array', 'Two Pointers', 'Sorting']",55.3%,Medium,41.8981%;
1230,1230. Toss Strange Coins,"['Math', 'Dynamic Programming', '1+']",53.9%,Medium,23.2741%;
1231,1231. Divide Chocolate,"['Array', 'Binary Search']",57.4%,Hard,21.7064%;
1232,1232. Check If It Is a Straight Line,"['Array', 'Math', 'Geometry']",40.4%,Easy,31.8191%;
1233,1233. Remove Sub-Folders from the Filesystem,"['Array', 'String', 'Trie']",65.6%,Medium,30.9747%;
1234,1234. Replace the Substring for Balanced String,"['String', 'Sliding Window']",37.2%,Medium,43.5587%;
1235,1235. Maximum Profit in Job Scheduling,"['Array', 'Binary Search', '2+']",53.4%,Hard,76.7484%;
1236,1236. Web Crawler,"['String', 'Depth-First Search', '2+']",66.5%,Medium,56.3747%;
1237,1237. Find Positive Integer Solution for a Given Equation,"['Math', 'Two Pointers', '2+']",69.2%,Medium,22.46%;
1238,1238. Circular Permutation in Binary Representation,"['Math', 'Backtracking', 'Bit Manipulation']",68.8%,Medium,32.809%;
1239,1239. Maximum Length of a Concatenated String with Unique Characters,"['Array', 'String', 'Backtracking', '1+']",52.2%,Medium,75.327%;
1240,1240. Tiling a Rectangle with the Fewest Squares,"['Dynamic Programming', 'Backtracking']",54.0%,Hard,45.1464%;
1241,1241. Number of Comments per Post,['Database'],66.5%,Easy,13.0414%;
1242,1242. Web Crawler Multithreaded,"['Depth-First Search', '2+']",49.0%,Medium,31.6547%;
